tree,crosswalk,stop_sign,traffic_light,chinese_calligraphy,bike_lane,fire_hydrant,sidewalk,node_id
True,True,False,True,False,True,False,True,11749290917
True,True,True,True,False,True,False,True,11749290927
True,True,True,True,False,True,False,True,11749290935
True,True,False,True,False,True,True,True,11749290937
True,True,False,True,False,True,True,True,11749290938
True,True,False,False,False,True,False,True,12031587416
True,True,True,False,False,False,True,True,7899346101
True,True,False,False,False,False,False,True,7899346119
True,True,False,False,False,False,True,True,568128732
True,True,True,False,False,False,True,True,4523816214
True,False,False,False,False,False,False,True,8121513391
True,False,False,False,False,False,True,True,8121513392
True,False,True,True,False,True,False,True,4557338198
True,True,False,False,False,True,True,True,5458834102
True,True,False,False,False,True,False,True,11239815292
True,True,False,False,False,False,True,True,7130577059
True,True,False,False,False,True,False,True,5160925350
True,True,True,True,False,True,True,True,5160925351
True,True,True,False,False,True,True,True,5160925355
True,True,False,False,False,True,True,True,7672953215
False,False,False,False,False,False,False,False,944732546
True,True,True,False,False,False,False,True,579041672
True,True,True,True,False,True,True,True,5737576852
True,True,False,True,False,True,False,False,5737576855
True,True,False,True,False,True,False,True,5737576866
True,True,False,True,False,True,False,True,5737576872
True,True,False,True,False,True,False,True,5737576885
True,True,True,False,False,False,True,True,7890165217
True,False,False,False,False,False,False,True,61438475
True,True,False,False,False,True,True,True,4259445296
True,True,False,False,False,False,False,True,7871560264
True,True,True,False,False,False,True,True,7871560265
True,True,False,True,False,True,False,True,1052736143
True,True,False,True,False,False,False,True,8498576017
True,True,False,True,False,True,False,False,61501085
True,True,True,True,False,False,True,True,5264309592
True,True,True,True,False,True,False,True,5264309595
True,True,False,False,False,False,True,True,61331832
True,False,False,False,False,False,False,True,1722449464
True,True,False,False,False,False,False,True,1722449465
True,True,False,False,False,False,False,True,61331837
True,True,True,False,False,False,False,True,61331842
True,True,True,False,False,False,True,True,61341270
True,True,False,False,False,True,False,True,4257906295
True,True,True,False,False,False,False,True,61331850
True,True,False,True,False,True,True,False,1628602029
True,True,False,True,False,True,True,True,1628602041
True,True,False,True,False,True,False,False,1628602067
True,True,True,True,False,False,False,True,2600861579
True,True,True,False,False,True,True,True,2600861581
True,True,False,True,False,True,False,True,2600861583
True,True,True,False,False,True,True,True,2600861586
True,False,False,False,False,False,False,True,621117407
True,False,False,False,False,False,False,True,621117424
